,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
44491,49453,Sales & Marketing,region_2,0,m,other,2,25,5.0,2,1,0,48,0
44530,32953,Operations,region_7,0,m,other,1,35,3.0,2,1,0,61,0
44573,59567,Analytics,region_22,0,m,other,1,27,,1,1,0,81,0
44620,13854,Sales & Marketing,region_9,0,m,other,1,32,2.0,7,0,0,50,0
44639,70379,Procurement,region_2,0,f,other,1,27,3.0,4,0,0,65,0
44687,45056,Sales & Marketing,region_22,0,m,sourcing,1,26,2.0,2,0,0,56,0
44720,48153,Sales & Marketing,region_2,0,m,other,1,35,4.0,4,1,1,50,1
44782,71520,Analytics,region_29,0,m,other,1,27,,1,1,0,83,0
44798,68184,Analytics,region_26,0,m,sourcing,1,32,5.0,6,0,0,83,0
44836,16879,Sales & Marketing,region_16,0,m,other,1,23,2.0,1,0,0,49,0
44849,43718,Sales & Marketing,region_2,0,m,sourcing,1,31,3.0,4,0,0,47,0
44852,63766,Analytics,region_22,0,m,other,1,27,,1,0,0,83,0
44859,69724,Sales & Marketing,region_2,0,f,other,2,45,1.0,12,0,0,53,0
44866,7799,Operations,region_32,0,f,other,1,27,5.0,3,0,0,61,0
44912,45326,Sales & Marketing,region_15,0,m,sourcing,1,37,5.0,8,1,0,47,0
44936,73660,Sales & Marketing,region_28,0,m,other,1,30,1.0,4,0,0,48,0
44992,27153,Sales & Marketing,region_2,0,m,other,1,43,5.0,18,0,0,52,0
45052,21602,Sales & Marketing,region_7,0,m,sourcing,2,25,3.0,3,0,0,48,0
45058,68099,Sales & Marketing,region_15,0,m,other,1,41,3.0,15,0,0,50,0
45067,26195,Analytics,region_9,0,m,sourcing,1,30,3.0,3,0,0,85,0
45073,6459,Analytics,region_22,0,m,sourcing,2,28,5.0,5,1,1,91,1
45089,68648,Sales & Marketing,region_29,0,m,sourcing,2,27,,1,0,0,48,0
45134,40209,Analytics,region_7,0,m,sourcing,1,34,3.0,3,1,0,79,0
45145,64321,Sales & Marketing,region_13,0,m,other,3,40,4.0,9,0,0,51,0
45192,3654,Sales & Marketing,region_2,0,f,sourcing,1,21,4.0,2,0,0,49,0
45221,41319,Sales & Marketing,region_7,0,m,sourcing,1,34,3.0,2,0,0,46,0
45239,20938,Finance,region_13,0,m,other,1,29,4.0,3,0,0,63,0
45262,68901,Operations,region_15,0,m,sourcing,1,35,4.0,3,1,0,60,0
45264,8224,Analytics,region_22,0,m,sourcing,1,26,2.0,1,1,0,85,0
45346,38615,HR,region_2,0,m,other,2,36,3.0,8,0,0,51,0
45354,44189,Sales & Marketing,region_11,0,m,other,1,35,3.0,7,0,0,54,0
45396,46801,Analytics,region_2,0,f,other,3,25,3.0,3,0,0,85,0
45398,70124,Analytics,region_22,0,m,sourcing,1,27,4.0,3,0,1,85,1
45417,1567,Analytics,region_22,0,m,other,1,28,5.0,5,1,0,85,0
45448,64235,Analytics,region_22,0,m,sourcing,1,29,4.0,3,1,1,83,0
45451,27182,Procurement,region_2,0,f,sourcing,1,58,5.0,18,1,0,70,0
45470,41438,Operations,region_8,0,f,other,1,30,5.0,7,1,0,95,1
45476,62843,Operations,region_2,0,m,other,1,28,5.0,5,0,0,58,0
45500,17686,Sales & Marketing,region_16,0,m,other,1,24,,1,0,0,51,0
45553,40436,Sales & Marketing,region_16,0,f,sourcing,1,41,1.0,4,1,0,51,0
45557,27011,Sales & Marketing,region_2,0,m,other,1,47,1.0,16,0,0,42,0
45564,37127,Sales & Marketing,region_16,0,m,other,1,25,,1,0,0,52,0
45597,2555,Technology,region_2,0,m,other,2,29,3.0,2,0,0,80,0
45613,554,Sales & Marketing,region_6,0,m,other,1,26,,1,0,0,46,0
45630,72155,Sales & Marketing,region_2,0,m,other,1,20,,1,0,0,47,0
45705,30902,Operations,region_2,0,f,sourcing,1,39,5.0,6,0,0,74,1
45707,50387,Sales & Marketing,region_26,0,m,other,1,34,4.0,3,0,0,50,0
45736,73448,Operations,region_7,0,f,sourcing,1,35,2.0,2,0,0,57,0
45738,6091,Analytics,region_26,0,m,sourcing,1,28,5.0,5,1,0,86,0
45769,27094,Sales & Marketing,region_13,0,m,other,1,48,3.0,19,0,0,50,0
45809,25627,Sales & Marketing,region_2,0,m,other,3,20,,1,0,0,52,0
45811,34847,Sales & Marketing,region_27,0,m,other,2,28,,1,0,0,51,0
45853,57976,Sales & Marketing,region_9,0,m,other,1,28,2.0,2,1,0,47,0
45873,51419,Sales & Marketing,region_22,0,m,sourcing,3,24,3.0,2,0,0,50,0
45888,58852,Sales & Marketing,region_32,0,m,sourcing,1,26,1.0,3,0,0,49,0
45890,51584,Sales & Marketing,region_7,0,m,other,2,23,,1,0,0,48,0
45891,10073,Sales & Marketing,region_11,0,m,sourcing,1,33,5.0,4,0,0,48,0
45899,29278,Sales & Marketing,region_22,0,m,sourcing,1,27,5.0,2,1,0,52,0
45900,64657,Sales & Marketing,region_7,0,m,other,2,31,1.0,7,0,0,53,0
45942,44614,Analytics,region_22,0,m,sourcing,2,28,3.0,5,1,0,84,0
45978,42389,Legal,region_22,0,m,sourcing,1,33,3.0,4,0,0,59,0
46004,4468,Sales & Marketing,region_7,0,m,other,1,25,5.0,6,0,0,47,0
46011,57752,Sales & Marketing,region_7,0,m,other,1,28,4.0,4,0,0,52,0
46073,14636,Sales & Marketing,region_2,0,m,sourcing,1,30,5.0,8,1,0,50,0
46077,22309,Sales & Marketing,region_2,0,m,sourcing,2,30,3.0,2,0,0,47,0
46174,25977,Sales & Marketing,region_2,0,m,other,1,34,5.0,8,0,0,43,0
46180,71715,Operations,region_2,0,m,other,1,34,4.0,6,0,0,60,0
46205,26512,Sales & Marketing,region_22,0,m,sourcing,1,27,3.0,4,1,0,52,0
46212,12153,Sales & Marketing,region_2,0,m,other,1,31,4.0,4,0,0,46,0
46229,15122,Technology,region_2,0,m,other,1,30,3.0,6,0,0,78,0
46252,74461,Operations,region_22,0,m,sourcing,1,24,2.0,2,1,0,53,0
46254,120,Sales & Marketing,region_2,0,m,sourcing,1,42,3.0,6,1,0,51,0
46258,15778,Analytics,region_22,0,m,other,1,28,4.0,4,0,0,89,0
46279,46441,Sales & Marketing,region_2,0,m,other,1,21,,1,1,0,51,0
46295,27603,Sales & Marketing,region_22,0,f,other,1,28,3.0,5,0,0,53,0
46331,15954,Analytics,region_22,0,m,other,1,29,,1,1,0,79,1
46364,10867,Sales & Marketing,region_2,0,m,sourcing,4,24,3.0,3,0,0,48,0
46389,23816,Sales & Marketing,region_7,0,m,other,2,28,1.0,5,0,0,51,0
46394,37055,Sales & Marketing,region_2,0,m,other,1,34,1.0,7,0,0,50,0
46395,22174,Sales & Marketing,region_2,0,m,other,1,30,3.0,4,1,0,50,0
46406,18829,Operations,region_2,0,f,other,1,53,5.0,15,0,0,62,0
46436,6047,Operations,region_32,0,f,other,1,28,3.0,4,0,0,61,0
46451,13935,R&D,region_2,0,m,sourcing,2,25,5.0,2,1,0,82,0
46513,70626,Sales & Marketing,region_2,0,m,other,3,24,3.0,3,0,0,47,0
46525,42686,Sales & Marketing,region_27,0,m,sourcing,1,34,2.0,7,0,0,52,0
46606,64084,Sales & Marketing,region_2,0,m,sourcing,1,39,3.0,2,1,1,44,0
46611,15145,Sales & Marketing,region_2,0,m,other,1,35,1.0,3,0,0,52,0
46655,70549,Sales & Marketing,region_26,0,m,other,1,22,2.0,2,0,0,51,0
46661,43447,Sales & Marketing,region_26,0,f,other,1,22,,1,0,0,53,0
46668,5365,Sales & Marketing,region_23,0,m,sourcing,1,33,4.0,10,0,0,46,0
46677,30808,Sales & Marketing,region_22,0,f,other,1,27,3.0,5,0,0,50,0
46679,57476,Sales & Marketing,region_2,0,m,sourcing,1,55,2.0,25,0,0,51,0
46715,60976,Operations,region_26,0,m,other,1,29,4.0,3,1,0,61,0
46719,42037,Analytics,region_7,0,m,other,1,28,2.0,2,0,0,85,0
46768,64880,Sales & Marketing,region_2,0,f,sourcing,1,53,3.0,4,0,0,45,0
46817,59749,Sales & Marketing,region_9,0,f,other,1,28,,1,0,0,51,0
46837,52742,Sales & Marketing,region_7,0,m,sourcing,1,33,3.0,3,0,0,53,0
46887,73642,Analytics,region_2,0,m,other,1,23,,1,1,0,81,1
46892,36044,Sales & Marketing,region_22,0,m,sourcing,1,29,4.0,6,1,0,46,0
46895,41283,Sales & Marketing,region_1,0,m,other,1,31,3.0,6,0,0,45,0
46902,70436,Sales & Marketing,region_6,0,m,other,2,25,,1,0,0,49,0
46908,64511,Sales & Marketing,region_31,0,m,sourcing,1,27,3.0,5,0,0,52,0
46917,67432,Sales & Marketing,region_15,0,m,other,1,28,,1,0,0,46,0
46931,71942,Sales & Marketing,region_2,0,m,other,3,24,,1,0,0,48,0
46955,63088,Sales & Marketing,region_22,0,f,other,1,29,5.0,2,1,0,49,1
46958,20080,Sales & Marketing,region_31,0,m,other,1,29,4.0,4,0,0,52,0
46984,71762,Sales & Marketing,region_32,0,m,sourcing,1,28,,1,0,0,51,0
47072,2610,Sales & Marketing,region_15,0,m,other,1,40,3.0,10,0,0,54,0
47106,40749,Sales & Marketing,region_2,0,m,sourcing,1,20,1.0,2,0,0,53,0
47107,18130,Sales & Marketing,region_7,0,m,other,2,25,2.0,2,0,0,51,0
47174,73439,Sales & Marketing,region_15,0,m,other,1,34,5.0,10,1,0,53,0
47193,14724,Sales & Marketing,region_22,0,m,other,1,38,1.0,2,1,0,55,0
47235,30698,Sales & Marketing,region_31,0,m,other,1,24,4.0,2,1,0,54,0
47252,68030,Operations,region_2,0,f,other,1,53,3.0,2,0,0,61,0
47267,13326,Analytics,region_22,0,m,sourcing,1,26,3.0,2,1,0,88,0
47280,77602,Sales & Marketing,region_15,0,m,other,1,36,3.0,7,0,0,52,0
47327,7263,Sales & Marketing,region_7,0,m,sourcing,1,20,3.0,2,0,0,48,0
47335,29099,Analytics,region_22,0,m,other,1,33,3.0,7,0,0,87,0
47348,5103,Sales & Marketing,region_2,0,m,other,1,24,3.0,3,0,0,48,0
47359,57566,Sales & Marketing,region_16,0,m,other,1,23,,1,0,0,44,0
47376,17179,Sales & Marketing,region_30,0,m,other,1,23,3.0,2,0,0,53,0
47382,73464,Sales & Marketing,region_31,0,m,sourcing,2,25,3.0,2,0,0,49,0
47402,48993,Sales & Marketing,region_2,0,m,sourcing,2,36,4.0,3,1,0,47,0
47409,44594,Sales & Marketing,region_15,0,m,other,1,27,3.0,2,1,0,50,0
47411,56081,Sales & Marketing,region_2,0,m,sourcing,1,44,1.0,16,0,0,49,0
47415,35189,Sales & Marketing,region_14,0,m,sourcing,1,24,3.0,1,0,0,49,0
47434,69132,Sales & Marketing,region_15,0,m,other,2,33,3.0,7,0,0,46,0
47460,63938,Operations,region_2,0,f,other,1,42,3.0,14,0,0,60,0
47673,27799,Sales & Marketing,region_2,0,m,sourcing,2,21,1.0,2,0,0,47,0
47705,22923,Technology,region_2,0,f,other,1,53,4.0,6,0,0,84,0
47721,54402,Sales & Marketing,region_22,0,m,other,1,23,,1,0,0,51,0
47724,21208,Procurement,region_17,0,f,sourcing,1,29,3.0,2,0,0,71,0
47801,39007,Sales & Marketing,region_27,0,m,other,1,26,1.0,3,0,0,49,0
47809,15044,Procurement,region_2,0,m,other,1,33,5.0,7,1,0,69,0
47827,15874,Sales & Marketing,region_22,0,m,other,1,21,,1,1,0,52,0
47861,2758,Sales & Marketing,region_31,0,m,sourcing,1,26,1.0,2,0,0,44,0
47862,33544,Sales & Marketing,region_31,0,m,other,1,27,4.0,4,0,0,48,0
47872,16771,Sales & Marketing,region_25,0,m,sourcing,1,35,3.0,8,0,0,48,0
47950,16014,Analytics,region_2,0,m,sourcing,1,22,5.0,2,0,0,84,0
47967,68539,Sales & Marketing,region_31,0,m,sourcing,1,34,1.0,8,0,0,53,0
47996,12239,Sales & Marketing,region_7,0,m,other,1,21,,1,0,0,49,0
47999,13903,Operations,region_32,0,m,other,1,27,3.0,3,0,0,60,0
48064,1949,Operations,region_15,0,m,other,2,36,5.0,5,1,0,55,0
48078,22346,Sales & Marketing,region_2,0,m,referred,2,25,5.0,2,0,0,46,0
48085,31738,Sales & Marketing,region_2,0,m,sourcing,1,38,2.0,5,0,0,50,0
48180,27144,Sales & Marketing,region_13,0,m,other,1,31,2.0,6,0,0,50,0
48187,60792,Sales & Marketing,region_2,0,f,sourcing,1,32,2.0,5,0,0,47,0
48208,29876,Analytics,region_22,0,m,other,1,31,3.0,8,0,0,81,0
48238,21877,Sales & Marketing,region_7,0,m,other,1,38,1.0,3,1,0,52,0
48253,68877,Sales & Marketing,region_30,0,m,sourcing,1,23,4.0,2,0,0,46,0
48276,43647,Sales & Marketing,region_15,0,m,other,1,34,3.0,3,0,0,48,0
48277,67750,Analytics,region_22,0,m,other,1,28,5.0,5,1,0,86,1
48285,46400,Operations,region_8,0,m,sourcing,1,29,3.0,6,0,0,60,0
48290,5323,Sales & Marketing,region_15,0,m,other,1,45,1.0,5,0,0,48,0
48292,66920,Sales & Marketing,region_2,0,m,other,1,42,2.0,11,0,0,52,0
48334,47960,Sales & Marketing,region_2,0,m,other,2,22,,1,0,0,50,0
48339,49078,Sales & Marketing,region_15,0,m,other,1,33,2.0,7,0,0,48,0
48378,34443,Sales & Marketing,region_2,0,f,other,1,34,3.0,8,0,0,51,0
48381,49580,Sales & Marketing,region_16,0,m,sourcing,1,21,,1,0,0,51,0
48404,67437,Operations,region_2,0,m,other,1,35,3.0,8,0,0,54,0
48422,11807,Sales & Marketing,region_22,0,m,sourcing,1,28,5.0,3,1,0,51,0
48438,66056,Sales & Marketing,region_26,0,m,sourcing,1,31,3.0,3,0,0,53,0
48439,60953,Sales & Marketing,region_7,0,m,other,2,31,3.0,4,0,0,44,0
48442,77928,Analytics,region_7,0,m,other,1,29,1.0,5,0,0,92,0
48446,56108,Sales & Marketing,region_7,0,m,sourcing,1,22,,1,0,0,46,0
48459,27972,Sales & Marketing,region_22,0,f,other,2,27,3.0,2,1,0,48,0
48467,35537,Sales & Marketing,region_7,0,m,sourcing,1,38,3.0,10,0,0,51,0
48499,12575,Operations,region_8,0,m,other,1,29,3.0,2,0,0,60,0
48591,73865,Sales & Marketing,region_32,0,m,sourcing,1,28,4.0,3,0,0,44,0
48597,16428,Technology,region_2,0,m,sourcing,1,36,3.0,3,0,0,76,0
48626,28289,Procurement,region_17,0,m,other,1,28,,1,0,0,68,0
48628,37140,Sales & Marketing,region_9,0,m,other,1,29,2.0,2,0,0,53,0
48640,72510,Sales & Marketing,region_14,0,m,other,1,25,2.0,2,0,0,44,0
48663,21687,Sales & Marketing,region_2,0,m,sourcing,1,30,2.0,5,1,0,48,0
48674,67814,Technology,region_2,0,f,other,1,52,3.0,18,0,0,79,0
48683,32650,Sales & Marketing,region_25,0,m,other,1,26,2.0,2,0,0,65,1
48699,30603,Finance,region_2,0,m,other,1,28,3.0,3,0,0,61,0
48735,72540,Sales & Marketing,region_14,0,m,other,1,36,3.0,7,0,0,45,0
48760,70089,Analytics,region_22,0,m,other,2,28,3.0,2,1,0,86,0
48802,73538,R&D,region_2,0,m,sourcing,1,27,3.0,3,0,0,85,0
48832,26864,Operations,region_2,0,f,other,1,40,4.0,6,0,0,63,0
48834,41494,Sales & Marketing,region_15,0,m,sourcing,1,33,3.0,8,0,0,48,0
48851,41730,Technology,region_2,0,m,other,1,52,5.0,10,1,0,82,0
48878,4245,Analytics,region_22,0,m,sourcing,2,28,3.0,4,0,0,86,0
48913,72156,Analytics,region_2,0,m,sourcing,1,31,3.0,6,0,0,85,0
48916,62887,Sales & Marketing,region_7,0,m,sourcing,5,26,3.0,2,0,0,48,0
48945,24685,Analytics,region_32,0,m,other,2,28,2.0,4,0,0,85,0
48960,44619,Sales & Marketing,region_22,0,m,sourcing,1,30,3.0,5,0,0,47,0
48977,4211,Operations,region_15,0,m,other,2,33,3.0,6,0,0,60,0
48992,68622,Analytics,region_15,0,m,sourcing,2,34,4.0,7,0,0,84,0
49022,3336,Analytics,region_22,0,f,other,1,28,5.0,5,1,0,88,0
49045,41668,Finance,region_2,0,m,sourcing,1,44,3.0,6,0,0,61,0
49053,72763,Procurement,region_7,0,m,other,1,33,3.0,6,0,0,66,0
49058,46248,Procurement,region_2,0,f,other,1,36,3.0,8,0,0,74,0
49134,34665,Sales & Marketing,region_2,0,m,sourcing,1,36,3.0,10,0,0,47,0
49145,58334,Sales & Marketing,region_27,0,m,sourcing,1,24,3.0,2,0,0,51,0
49190,11776,Sales & Marketing,region_25,0,m,other,1,26,3.0,2,1,0,47,1
49199,52933,Operations,region_27,0,m,sourcing,2,27,3.0,4,0,0,65,0
49267,69925,Operations,region_2,0,f,other,1,51,2.0,19,0,0,61,0
49319,51337,Sales & Marketing,region_2,0,f,sourcing,1,26,1.0,3,0,0,46,0
49359,66234,Sales & Marketing,region_13,0,m,sourcing,1,26,5.0,2,0,0,51,0
49370,44949,Sales & Marketing,region_2,0,m,other,1,47,5.0,18,0,0,46,0
49384,7509,Sales & Marketing,region_2,0,m,other,2,41,5.0,6,1,0,48,0
49400,60631,Sales & Marketing,region_14,0,m,sourcing,1,23,,1,0,1,52,0
49420,39177,Sales & Marketing,region_13,0,m,sourcing,1,33,3.0,9,0,0,51,0
49427,30127,Analytics,region_22,0,m,sourcing,2,30,3.0,1,0,0,83,0
49431,69552,Sales & Marketing,region_2,0,m,other,1,38,5.0,7,1,0,47,0
49478,14113,Sales & Marketing,region_22,0,m,other,1,28,,1,0,0,52,0
49482,335,Sales & Marketing,region_22,0,m,sourcing,1,27,,1,0,0,42,0
49494,24611,Sales & Marketing,region_21,0,m,other,1,22,4.0,2,0,0,48,0
49538,63741,Sales & Marketing,region_26,0,m,sourcing,1,25,5.0,2,1,0,47,0
49546,49489,Analytics,region_32,0,m,other,2,27,4.0,2,0,0,85,0
49560,33024,R&D,region_2,0,m,other,1,27,2.0,2,0,0,83,0
49568,74709,Analytics,region_28,0,m,sourcing,1,28,5.0,4,1,0,84,1
49587,2134,Sales & Marketing,region_1,0,m,other,1,33,5.0,8,0,0,48,0
49600,11842,Sales & Marketing,region_2,0,m,sourcing,2,23,,1,0,0,50,0
49616,62827,Sales & Marketing,region_22,0,m,other,1,30,3.0,2,1,0,44,0
49622,9268,Sales & Marketing,region_28,0,m,sourcing,1,25,3.0,2,0,0,48,0
49626,6877,Sales & Marketing,region_2,0,m,other,1,45,1.0,13,0,0,45,0
49643,46293,Finance,region_32,0,m,other,2,28,3.0,4,0,0,62,0
49666,6447,Operations,region_2,0,m,other,1,46,4.0,8,0,0,61,0
49698,25822,Sales & Marketing,region_22,0,m,sourcing,1,26,2.0,2,0,1,50,0
49721,31270,Sales & Marketing,region_7,0,m,sourcing,1,24,3.0,2,1,0,48,0
49729,34372,Operations,region_7,0,m,sourcing,1,35,3.0,3,1,0,55,0
49734,34899,Analytics,region_15,0,m,sourcing,1,27,3.0,2,0,0,89,0
49759,26821,Sales & Marketing,region_7,0,m,sourcing,2,26,3.0,3,0,0,50,0
49766,17323,Sales & Marketing,region_11,0,m,other,1,37,5.0,8,1,0,53,0
49778,53146,Sales & Marketing,region_22,0,m,sourcing,1,26,3.0,3,1,0,50,0
49788,48819,Sales & Marketing,region_26,0,m,other,1,35,1.0,8,0,0,53,0
49813,65515,Sales & Marketing,region_7,0,m,other,3,25,,1,0,0,46,0
49856,17576,Sales & Marketing,region_7,0,m,other,6,25,,1,1,0,50,1
49867,41376,Sales & Marketing,region_2,0,m,other,1,45,4.0,12,0,0,46,0
49886,37107,Procurement,region_2,0,m,other,2,29,3.0,2,0,0,71,0
49907,47649,Technology,region_2,0,f,sourcing,1,27,3.0,5,0,0,77,0
49909,26742,Sales & Marketing,region_22,0,f,sourcing,1,28,5.0,2,0,0,53,0
49964,56536,Sales & Marketing,region_28,0,m,other,1,37,3.0,8,0,0,49,0
50023,53318,Sales & Marketing,region_7,0,m,other,1,24,5.0,2,1,0,50,0
50044,70831,Sales & Marketing,region_22,0,m,other,1,26,4.0,2,0,0,48,0
50055,24356,Sales & Marketing,region_2,0,f,sourcing,3,25,2.0,3,0,0,48,0
50108,73548,Operations,region_15,0,m,sourcing,2,31,3.0,9,1,0,56,0
50117,3853,Sales & Marketing,region_2,0,m,other,1,35,3.0,8,0,0,53,0
50135,77412,Sales & Marketing,region_16,0,m,sourcing,1,39,3.0,9,0,0,48,0
50141,57701,Sales & Marketing,region_26,0,f,other,1,24,,1,0,0,51,0
50206,19042,Sales & Marketing,region_2,0,m,other,1,51,5.0,16,0,0,47,0
50211,35392,Sales & Marketing,region_2,0,m,other,1,49,1.0,19,0,0,50,0
50217,3102,Sales & Marketing,region_2,0,m,other,1,42,3.0,5,0,0,48,0
50239,23635,Sales & Marketing,region_26,0,m,sourcing,1,36,3.0,3,0,0,48,0
50255,33375,Sales & Marketing,region_32,0,m,other,1,24,4.0,2,0,0,47,0
50296,43236,HR,region_2,0,m,other,1,43,3.0,13,0,0,47,0
50318,62938,Sales & Marketing,region_2,0,m,other,2,21,3.0,2,0,0,51,0
50345,27250,Sales & Marketing,region_22,0,m,other,1,26,3.0,2,0,0,46,0
50431,34374,Operations,region_15,0,m,other,1,30,4.0,3,0,0,58,0
50472,36064,Sales & Marketing,region_27,0,m,other,1,24,,1,0,0,53,0
50509,16278,Operations,region_2,0,f,other,1,36,3.0,8,0,0,61,0
50511,2932,R&D,region_22,0,m,sourcing,1,26,3.0,3,0,0,86,0
50522,17614,Technology,region_2,0,f,sourcing,1,55,3.0,11,1,0,77,0
50534,17839,Sales & Marketing,region_27,0,f,other,1,31,3.0,2,0,0,52,0
50565,52877,Sales & Marketing,region_2,0,m,sourcing,1,33,5.0,2,0,0,54,0
50588,31693,Operations,region_9,0,m,other,1,27,,1,1,0,58,0
50674,18710,Analytics,region_26,0,m,other,1,28,3.0,5,0,0,84,0
50680,62138,Operations,region_2,0,f,sourcing,1,47,2.0,3,0,0,58,0
50685,18360,Operations,region_2,0,f,other,1,36,5.0,4,1,0,55,0
50707,43427,Sales & Marketing,region_26,0,m,sourcing,1,28,4.0,2,1,0,51,0
50746,72883,Sales & Marketing,region_7,0,m,other,1,27,,1,1,0,50,0
50748,73953,Sales & Marketing,region_2,0,f,sourcing,1,21,5.0,2,0,0,48,0
50813,10365,Procurement,region_2,0,m,other,5,34,3.0,6,0,0,69,0
50826,12497,Sales & Marketing,region_13,0,m,sourcing,1,22,4.0,2,0,0,50,0
50833,55157,Sales & Marketing,region_23,0,m,sourcing,1,37,3.0,10,0,0,44,0
50878,73787,Technology,region_2,0,m,sourcing,1,42,3.0,7,0,0,79,0
50928,53729,Sales & Marketing,region_14,0,m,other,1,23,3.0,2,0,0,48,0
50941,66633,Procurement,region_17,0,f,other,1,27,3.0,5,0,0,68,0
50958,51375,HR,region_2,0,m,other,1,41,1.0,13,0,0,52,0
50977,14979,Sales & Marketing,region_26,0,m,sourcing,1,43,1.0,11,0,0,46,0
50999,42247,Operations,region_2,0,f,other,1,45,3.0,13,0,0,61,0
51003,70319,Procurement,region_21,0,m,other,3,31,5.0,5,1,0,71,0
51005,25732,Analytics,region_2,0,m,sourcing,1,25,4.0,4,0,0,83,0
51113,60665,Sales & Marketing,region_13,0,m,sourcing,1,42,3.0,7,0,0,54,0
51141,68848,Procurement,region_2,0,m,other,1,33,4.0,4,1,0,73,0
51182,27042,Sales & Marketing,region_26,0,f,sourcing,1,24,,1,0,0,46,0
51225,12911,Sales & Marketing,region_2,0,m,sourcing,1,35,5.0,10,1,0,48,0
51229,19975,Sales & Marketing,region_32,0,f,other,1,28,3.0,3,0,0,47,0
51267,50679,Sales & Marketing,region_25,0,m,other,1,32,5.0,6,1,0,45,0
51312,6892,Operations,region_2,0,f,other,1,43,3.0,13,0,0,59,0
51358,36305,Sales & Marketing,region_22,0,m,other,1,30,4.0,4,0,0,52,0
51361,54195,Sales & Marketing,region_13,0,m,other,1,26,3.0,2,0,0,49,0
51365,44328,Sales & Marketing,region_2,0,m,sourcing,1,25,,1,1,0,50,0
51370,24253,Sales & Marketing,region_16,0,m,other,1,23,,1,0,0,47,0
51399,71337,Sales & Marketing,region_2,0,m,other,1,46,4.0,3,0,0,52,0
51409,77428,Analytics,region_2,0,m,sourcing,2,40,3.0,2,0,0,84,0
51445,21537,Sales & Marketing,region_2,0,m,other,1,50,2.0,2,0,0,54,0
51475,4956,Sales & Marketing,region_16,0,m,sourcing,1,22,5.0,2,0,0,62,1
51481,16059,Sales & Marketing,region_7,0,m,other,2,23,,1,0,0,47,0
51496,56971,Sales & Marketing,region_11,0,m,other,1,24,3.0,2,0,0,45,0
51568,54909,Sales & Marketing,region_2,0,m,sourcing,1,59,5.0,5,0,0,49,0
51573,38467,Sales & Marketing,region_22,0,m,other,2,31,4.0,5,1,0,46,0
51574,62818,Analytics,region_7,0,m,other,2,28,1.0,2,0,0,81,0
51608,29358,Sales & Marketing,region_15,0,m,sourcing,1,35,5.0,9,1,0,54,0
51678,45572,Sales & Marketing,region_2,0,f,other,1,35,1.0,9,0,0,50,0
51821,71251,Sales & Marketing,region_27,0,m,other,1,30,3.0,3,0,0,48,0
51845,54179,Sales & Marketing,region_27,0,m,sourcing,1,44,3.0,7,0,0,51,0
51887,4799,Finance,region_22,0,m,other,2,28,3.0,3,0,0,54,0
51896,30135,Operations,region_2,0,m,sourcing,1,33,4.0,5,0,0,57,0
51904,53949,Operations,region_2,0,f,other,1,32,5.0,5,1,0,60,0
52022,12946,Operations,region_2,0,f,sourcing,1,39,5.0,8,0,0,63,0
52061,60264,Sales & Marketing,region_28,0,m,other,1,31,5.0,6,1,0,51,1
52065,51797,Sales & Marketing,region_24,0,f,other,1,30,,1,0,0,52,0
52082,61382,Sales & Marketing,region_2,0,m,other,1,33,4.0,10,0,0,48,0
52085,46928,Sales & Marketing,region_7,0,m,other,1,27,2.0,4,0,0,55,0
52092,27649,Procurement,region_2,0,f,sourcing,1,44,3.0,7,0,0,72,0
52123,54789,Sales & Marketing,region_2,0,m,sourcing,1,24,4.0,3,1,1,92,1
52140,53903,Sales & Marketing,region_7,0,m,other,2,29,2.0,8,0,0,50,0
52147,28628,Sales & Marketing,region_2,0,m,other,1,39,5.0,4,0,0,51,0
52150,28736,Sales & Marketing,region_2,0,m,sourcing,1,23,,1,0,0,49,0
52181,31408,Sales & Marketing,region_31,0,m,other,1,24,3.0,3,0,0,44,0
52186,20887,Sales & Marketing,region_25,0,m,sourcing,1,30,3.0,6,0,0,50,0
52217,67813,Procurement,region_2,0,m,sourcing,1,28,3.0,5,0,0,74,0
52233,70352,Sales & Marketing,region_14,0,m,sourcing,1,24,,1,0,0,52,0
52236,2879,Sales & Marketing,region_2,0,m,sourcing,2,23,,1,0,0,47,0
52280,9262,Analytics,region_7,0,m,other,2,25,1.0,2,0,0,84,0
52310,48106,Sales & Marketing,region_2,0,m,referred,1,22,5.0,2,0,0,48,0
52348,40577,Sales & Marketing,region_27,0,m,other,1,29,5.0,2,0,0,54,0
52361,64324,Operations,region_32,0,m,other,1,30,3.0,8,0,0,60,0
52367,40626,Sales & Marketing,region_28,0,m,sourcing,1,32,5.0,5,0,0,53,0
52391,73565,Sales & Marketing,region_7,0,m,sourcing,1,24,,1,0,0,51,0
52440,51195,Operations,region_2,0,m,sourcing,1,37,4.0,9,0,0,59,0
52447,46303,Analytics,region_15,0,m,other,1,28,2.0,5,0,0,78,0
52452,54655,Operations,region_8,0,m,other,1,29,5.0,3,0,0,58,0
52456,5447,Sales & Marketing,region_22,0,m,sourcing,1,27,,1,0,0,53,0
52495,64737,Analytics,region_29,0,m,other,1,29,,1,0,0,82,0
52496,35885,Analytics,region_22,0,m,sourcing,2,28,4.0,4,0,0,89,0
