,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
10251,12222,HR,region_13,Bachelor's,m,other,1,31,3.0,8,0,0,50
10252,27338,HR,region_25,Bachelor's,m,other,1,29,3.0,6,1,0,50
10253,19174,Sales & Marketing,region_26,Bachelor's,m,other,1,29,5.0,3,0,0,49
10254,19960,Sales & Marketing,region_25,Master's & above,m,other,1,37,3.0,3,1,0,50
10256,54954,HR,region_22,Bachelor's,m,other,1,31,5.0,5,0,0,52
10257,67487,Operations,region_6,Bachelor's,f,sourcing,1,30,3.0,6,0,0,57
10258,37398,Sales & Marketing,region_2,Bachelor's,m,other,1,49,3.0,3,0,0,48
10259,34432,Analytics,region_7,Bachelor's,m,other,1,32,4.0,4,0,0,80
10260,3000,Operations,region_26,Bachelor's,f,sourcing,1,38,5.0,11,0,0,63
10261,1980,Sales & Marketing,region_16,Bachelor's,m,other,2,31,3.0,6,0,0,52
10262,74466,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,28,3.0,3,0,0,49
10263,51374,Operations,region_22,Master's & above,m,referred,1,46,5.0,12,0,0,58
10264,54913,Analytics,region_25,Bachelor's,m,other,1,31,5.0,3,1,0,88
10265,61425,Sales & Marketing,region_2,Master's & above,f,sourcing,2,49,2.0,2,0,0,51
10266,59697,Procurement,region_13,Bachelor's,m,sourcing,1,50,3.0,16,0,0,69
10267,35260,HR,region_7,Master's & above,m,sourcing,1,39,4.0,8,0,0,46
10268,75678,Analytics,region_7,Bachelor's,m,other,3,40,5.0,10,0,0,86
10269,77886,Technology,region_10,Master's & above,m,other,1,35,4.0,5,0,0,79
10270,29178,HR,region_2,Bachelor's,m,sourcing,1,34,2.0,5,0,0,49
10271,51529,Technology,region_2,Bachelor's,m,referred,1,28,4.0,4,0,0,79
10272,31614,Sales & Marketing,region_22,Master's & above,m,sourcing,1,33,5.0,6,1,0,51
10273,55337,Sales & Marketing,region_22,Bachelor's,f,other,1,27,4.0,3,0,0,47
10274,63856,Sales & Marketing,region_7,Bachelor's,m,other,1,47,1.0,5,1,0,51
10275,2117,Operations,region_30,Bachelor's,f,sourcing,1,35,3.0,10,0,0,57
10276,8808,Sales & Marketing,region_2,Master's & above,f,other,1,41,5.0,9,1,0,51
10277,47804,Operations,region_22,Bachelor's,m,other,2,27,4.0,5,1,0,55
10278,40641,Operations,region_15,Master's & above,f,other,1,35,4.0,2,1,0,59
10279,74380,Sales & Marketing,region_7,Bachelor's,m,other,1,27,1.0,3,0,0,49
10280,60629,Sales & Marketing,region_2,Master's & above,m,other,1,56,3.0,9,0,0,47
10281,34291,R&D,region_22,Bachelor's,m,other,1,30,4.0,6,1,0,85
10282,41801,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,41,5.0,11,1,0,52
10283,24042,Operations,region_32,Bachelor's,m,sourcing,2,36,3.0,7,1,0,55
10284,23703,Finance,region_31,Bachelor's,m,sourcing,1,27,4.0,4,1,0,57
10285,7184,Finance,region_32,Bachelor's,m,sourcing,1,38,3.0,4,1,0,62
10286,57887,Technology,region_29,Bachelor's,m,other,2,29,3.0,5,0,0,81
10287,58082,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,59,5.0,7,0,0,47
10288,1368,Operations,region_15,Master's & above,m,sourcing,1,45,3.0,13,0,0,55
10289,55677,Technology,region_12,Bachelor's,f,other,1,26,4.0,2,0,0,82
10290,46158,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,1.0,5,1,0,48
10291,66419,Technology,region_26,Bachelor's,m,other,1,30,2.0,5,0,0,76
10292,37477,Sales & Marketing,region_23,Bachelor's,m,other,1,35,5.0,10,0,0,45
10294,5611,Sales & Marketing,region_2,Master's & above,m,other,1,44,2.0,13,0,0,46
10295,7993,Sales & Marketing,region_29,Bachelor's,m,other,1,26,5.0,2,0,0,49
10296,60430,Technology,region_13,Master's & above,f,other,1,44,1.0,17,0,0,78
10297,8919,Sales & Marketing,region_19,Bachelor's,m,other,1,42,3.0,6,0,0,44
10298,13507,Operations,region_30,Bachelor's,m,sourcing,1,30,5.0,8,1,0,60
10301,12276,Procurement,region_17,Bachelor's,m,sourcing,1,36,1.0,10,0,0,72
10302,45648,R&D,region_22,Master's & above,m,other,2,32,3.0,2,0,0,85
10303,53503,Sales & Marketing,region_7,Master's & above,f,other,1,38,3.0,11,0,0,55
10304,38514,Sales & Marketing,region_22,Bachelor's,f,other,2,30,1.0,2,1,0,55
10305,57107,Technology,region_23,Bachelor's,m,sourcing,1,34,4.0,7,1,0,81
10307,67680,Procurement,region_26,Master's & above,m,sourcing,1,50,3.0,21,0,0,66
10308,74024,Operations,region_22,Bachelor's,m,sourcing,1,41,5.0,5,1,0,58
10309,43999,Technology,region_24,Bachelor's,m,other,1,31,2.0,5,1,0,78
10310,54941,Analytics,region_17,Bachelor's,m,other,1,30,5.0,3,0,0,85
10312,23758,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,26,3.0,2,1,0,49
10313,26379,Finance,region_15,Master's & above,m,other,1,32,3.0,2,0,0,55
10314,18911,Sales & Marketing,region_4,Master's & above,m,sourcing,1,52,5.0,2,0,0,62
10315,27477,Operations,region_11,Bachelor's,f,other,1,29,4.0,6,0,0,59
10316,19019,R&D,region_22,Bachelor's,m,other,1,26,3.0,2,1,0,78
10317,24918,Sales & Marketing,region_2,Master's & above,f,sourcing,2,38,3.0,3,0,0,55
10318,39898,Analytics,region_15,Bachelor's,m,other,1,44,3.0,16,0,0,85
10319,55607,Operations,region_22,Bachelor's,m,other,1,34,4.0,4,0,0,59
10320,74314,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,35,1.0,4,0,0,51
10321,53720,Legal,region_7,Bachelor's,m,other,1,32,3.0,5,0,0,57
10322,49437,Analytics,region_1,Bachelor's,m,other,2,28,4.0,4,0,0,80
10323,7052,Sales & Marketing,region_14,Master's & above,m,sourcing,1,41,5.0,4,0,0,49
10324,71792,Technology,region_31,Bachelor's,m,sourcing,1,30,4.0,5,0,0,86
10325,17988,Procurement,region_22,Bachelor's,m,other,2,33,3.0,4,0,0,66
10326,70246,Sales & Marketing,region_2,Master's & above,m,sourcing,1,58,4.0,17,0,0,54
10328,25432,Procurement,region_10,Master's & above,f,other,2,32,1.0,7,0,0,68
10330,41222,Sales & Marketing,region_26,Bachelor's,m,other,1,44,1.0,7,0,0,51
10332,18697,HR,region_30,Bachelor's,f,other,1,30,3.0,3,0,0,46
10333,71371,Operations,region_16,Bachelor's,m,other,1,51,3.0,5,1,0,56
10334,16023,HR,region_2,Master's & above,m,other,1,37,3.0,3,0,0,51
10335,18964,Technology,region_25,Master's & above,f,sourcing,1,34,3.0,5,0,0,82
10338,33359,Operations,region_2,Bachelor's,f,sourcing,1,35,5.0,3,0,0,70
10339,76118,Sales & Marketing,region_2,Master's & above,m,sourcing,1,60,5.0,30,1,0,52
10340,51625,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,29,1.0,2,0,0,51
10341,32696,Finance,region_2,Bachelor's,f,sourcing,1,26,1.0,3,0,0,61
10343,3482,Operations,region_26,Bachelor's,f,sourcing,1,23,4.0,1,0,0,62
10344,16877,Operations,region_30,Bachelor's,m,sourcing,1,30,3.0,5,1,0,63
10345,40920,Sales & Marketing,region_2,Bachelor's,m,other,2,39,5.0,5,1,0,54
10346,19765,Sales & Marketing,region_4,Master's & above,f,sourcing,1,36,4.0,5,1,0,54
10347,9412,R&D,region_2,Bachelor's,f,other,1,33,3.0,3,0,0,86
10349,69052,Technology,region_2,Bachelor's,f,other,1,58,3.0,31,0,0,78
10350,70557,Sales & Marketing,region_27,Bachelor's,f,other,1,33,3.0,6,0,0,50
10352,4015,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,5.0,5,1,0,51
10353,67587,Sales & Marketing,region_16,Bachelor's,m,other,1,29,5.0,5,0,0,60
10354,48788,Technology,region_28,Master's & above,f,other,1,32,5.0,3,1,0,82
10355,52171,Procurement,region_13,Master's & above,m,other,1,42,3.0,14,0,0,72
10356,24814,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,4.0,5,0,0,53
10357,40212,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,1.0,4,0,0,51
10358,28614,Sales & Marketing,region_19,Bachelor's,m,other,2,48,4.0,20,1,0,53
10360,27235,Operations,region_4,Master's & above,f,sourcing,1,38,3.0,9,1,0,60
10361,56640,Technology,region_4,Bachelor's,f,sourcing,1,29,3.0,6,1,0,82
10362,43264,Procurement,region_12,Bachelor's,m,sourcing,1,31,4.0,5,1,1,84
10363,71494,Analytics,region_22,Bachelor's,m,other,1,29,3.0,2,1,0,80
10364,43575,Analytics,region_20,Master's & above,m,sourcing,2,33,4.0,7,0,0,81
10365,15451,Technology,region_11,Bachelor's,f,sourcing,1,26,4.0,3,1,0,80
10366,29006,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,26,3.0,2,0,0,52
10368,32489,Sales & Marketing,region_28,Master's & above,m,sourcing,1,38,2.0,3,0,0,48
10369,2207,Procurement,region_15,Master's & above,m,sourcing,1,35,4.0,5,0,0,68
10370,62030,Operations,region_13,Bachelor's,f,other,1,36,4.0,8,0,0,59
10371,63393,Operations,region_10,Bachelor's,m,other,1,30,5.0,7,1,0,61
10372,69087,Analytics,region_28,Master's & above,m,other,1,36,4.0,4,0,0,81
10373,63049,HR,region_7,Below Secondary,m,other,1,24,5.0,2,0,0,54
10374,73247,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,34,1.0,4,0,0,49
10375,11466,Operations,region_2,Below Secondary,m,sourcing,1,22,5.0,2,1,0,62
10376,10604,Operations,region_13,Bachelor's,m,other,1,28,5.0,4,1,0,60
10377,56583,Finance,region_13,Bachelor's,m,other,1,34,3.0,7,0,0,63
10378,11014,Finance,region_22,Bachelor's,f,other,2,27,3.0,2,0,0,58
10379,45415,Technology,region_24,Bachelor's,f,sourcing,1,26,5.0,2,1,0,83
10380,1274,Finance,region_22,Master's & above,m,sourcing,1,36,4.0,10,0,0,60
10381,19425,Sales & Marketing,region_22,Bachelor's,f,other,1,26,3.0,4,0,0,48
10382,63489,Technology,region_23,Master's & above,m,other,2,34,3.0,8,0,0,80
10383,26224,Sales & Marketing,region_2,Master's & above,f,sourcing,1,45,5.0,8,1,0,49
10384,51297,Sales & Marketing,region_26,Master's & above,m,other,1,44,5.0,5,1,0,50
10385,17644,R&D,region_22,Master's & above,m,other,2,35,4.0,6,0,0,87
10387,73070,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,42,4.0,3,0,0,47
10388,69812,Finance,region_2,Bachelor's,f,sourcing,1,32,4.0,7,0,0,63
10389,25180,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,30,1.0,4,0,0,46
10390,66969,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,32,5.0,7,1,0,50
10391,60910,Finance,region_2,Bachelor's,f,sourcing,1,47,3.0,7,0,0,58
10393,75810,HR,region_15,Master's & above,m,other,1,31,5.0,2,1,0,49
10394,65477,Finance,region_5,Bachelor's,m,other,1,33,5.0,6,1,0,61
10395,55319,HR,region_11,Bachelor's,m,other,1,27,5.0,6,1,0,51
10397,66904,Operations,region_22,Master's & above,f,other,1,32,4.0,8,1,0,64
10398,9101,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,36,1.0,8,0,0,50
10399,28271,Operations,region_20,Master's & above,f,sourcing,1,35,3.0,7,0,0,59
10400,63118,Technology,region_11,Bachelor's,f,sourcing,1,32,3.0,5,0,0,82
10401,42071,Finance,region_13,Bachelor's,m,other,1,29,4.0,7,0,0,58
10403,49337,Technology,region_26,Master's & above,m,other,1,39,1.0,4,0,0,80
10404,54635,Technology,region_26,Bachelor's,m,sourcing,1,35,3.0,7,0,1,78
10405,8675,Operations,region_15,Bachelor's,m,sourcing,1,45,4.0,4,1,0,73
10406,18738,Technology,region_2,Bachelor's,f,other,1,29,1.0,2,0,0,79
10407,68616,Operations,region_6,Bachelor's,m,sourcing,1,36,4.0,3,0,0,62
10408,42872,Analytics,region_28,Bachelor's,m,other,1,38,5.0,5,1,0,89
10409,65241,Sales & Marketing,region_6,Bachelor's,m,other,1,32,1.0,5,0,0,50
10410,36020,Analytics,region_2,Bachelor's,m,other,1,29,1.0,5,0,0,87
10411,38457,Legal,region_27,Below Secondary,m,other,1,26,5.0,2,1,0,58
10412,6632,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,23,5.0,2,0,0,49
10413,26165,R&D,region_7,Master's & above,m,sourcing,1,39,5.0,4,1,0,81
10414,50117,Operations,region_22,Bachelor's,f,sourcing,1,27,3.0,2,1,0,60
10415,44340,Operations,region_2,Bachelor's,m,sourcing,2,33,3.0,9,1,0,63
10416,52626,Technology,region_5,Master's & above,f,sourcing,2,33,4.0,3,0,0,84
10417,68886,Sales & Marketing,region_15,Bachelor's,m,other,1,37,3.0,5,0,0,50
10419,9068,Sales & Marketing,region_22,Bachelor's,m,other,1,42,4.0,11,0,0,52
10420,33488,Operations,region_15,Bachelor's,m,other,1,40,5.0,4,0,0,61
10421,72633,Technology,region_7,Bachelor's,f,sourcing,1,25,4.0,3,1,0,78
10422,9382,Technology,region_16,Bachelor's,m,sourcing,1,33,3.0,7,0,0,78
10423,64254,Sales & Marketing,region_14,Master's & above,m,sourcing,2,35,1.0,8,0,0,46
10424,1042,Sales & Marketing,region_26,Bachelor's,m,other,1,31,3.0,6,0,0,52
10425,42072,Operations,region_27,Master's & above,m,other,1,37,3.0,10,0,0,59
10427,55545,Operations,region_10,Bachelor's,m,other,1,32,4.0,6,0,0,61
10428,35864,Procurement,region_16,Bachelor's,m,sourcing,1,34,3.0,5,1,0,70
10429,72305,Sales & Marketing,region_8,Bachelor's,m,other,1,28,4.0,4,0,0,49
10430,40151,Analytics,region_29,Bachelor's,f,sourcing,1,28,4.0,5,1,0,87
10431,17662,Sales & Marketing,region_13,Bachelor's,m,other,1,30,5.0,2,1,0,51
10432,41528,Operations,region_2,Bachelor's,m,other,1,27,3.0,3,0,0,54
10433,66694,Sales & Marketing,region_15,Bachelor's,m,other,1,49,4.0,2,0,0,52
10434,75184,Sales & Marketing,region_10,Master's & above,m,sourcing,1,33,4.0,2,0,1,60
10435,37341,Sales & Marketing,region_26,Bachelor's,m,other,1,33,1.0,5,0,0,49
10437,5948,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,29,2.0,2,0,0,46
10438,17168,Operations,region_19,Master's & above,m,other,1,47,5.0,4,1,0,63
10439,37607,Sales & Marketing,region_22,Bachelor's,m,other,2,29,4.0,5,1,0,44
10440,8131,Operations,region_2,Master's & above,f,other,1,39,3.0,13,0,0,60
10441,437,HR,region_13,Bachelor's,f,other,1,33,3.0,7,0,0,65
10442,49000,Procurement,region_2,Bachelor's,m,other,1,41,3.0,11,0,0,65
10443,51776,Technology,region_12,Bachelor's,m,sourcing,1,30,4.0,5,1,0,83
10444,73025,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,3.0,3,1,0,52
10445,71326,R&D,region_11,Bachelor's,m,other,1,36,2.0,4,1,0,84
10446,76338,Sales & Marketing,region_9,Master's & above,m,other,1,28,4.0,4,0,0,46
10447,37739,Sales & Marketing,region_13,Bachelor's,m,other,1,33,4.0,8,1,0,52
10448,17065,R&D,region_4,Bachelor's,m,other,2,33,4.0,7,1,0,87
10449,14824,Analytics,region_26,Bachelor's,m,other,2,27,4.0,5,0,0,88
10450,55145,Operations,region_15,Bachelor's,m,sourcing,1,43,5.0,7,0,0,62
10451,43159,Procurement,region_11,Master's & above,m,sourcing,1,45,3.0,11,0,0,70
10452,60862,Sales & Marketing,region_1,Master's & above,m,other,1,36,4.0,3,0,0,51
10453,48028,Legal,region_31,Bachelor's,m,sourcing,1,35,5.0,2,0,0,57
10454,22208,Sales & Marketing,region_12,Bachelor's,m,other,1,29,2.0,5,0,0,50
10455,76401,Analytics,region_26,Bachelor's,m,other,2,31,3.0,4,0,0,87
10456,9527,Sales & Marketing,region_2,Master's & above,m,other,1,44,5.0,13,1,0,52
10457,77018,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,37,4.0,9,1,0,46
10458,6492,Operations,region_7,Bachelor's,f,other,1,41,5.0,9,1,0,61
10459,71473,Analytics,region_13,Bachelor's,m,other,1,42,5.0,4,1,0,85
10460,7093,Sales & Marketing,region_22,Bachelor's,m,other,2,27,3.0,4,0,0,54
10461,63373,Sales & Marketing,region_1,Master's & above,f,sourcing,2,33,1.0,7,0,0,56
10462,35825,Operations,region_23,Bachelor's,m,sourcing,2,29,4.0,5,1,0,57
10463,22130,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,5.0,17,0,0,47
10464,13700,Sales & Marketing,region_15,Bachelor's,f,other,1,28,1.0,3,1,0,53
10465,62218,Technology,region_26,Bachelor's,m,other,1,30,4.0,3,0,0,78
10466,56585,Sales & Marketing,region_9,Bachelor's,m,other,1,32,4.0,2,0,0,49
10467,41603,Sales & Marketing,region_16,Master's & above,m,other,1,51,1.0,5,0,0,53
10468,66498,Operations,region_4,Master's & above,m,other,1,52,3.0,17,0,0,59
10469,46552,Procurement,region_7,Master's & above,m,other,1,34,3.0,4,0,0,66
10470,51750,Sales & Marketing,region_7,Master's & above,m,sourcing,1,49,5.0,2,1,1,48
10471,19370,Procurement,region_2,Bachelor's,m,other,3,33,1.0,5,1,1,67
10472,44527,Operations,region_15,Master's & above,m,sourcing,1,37,4.0,8,0,0,62
10473,70328,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,29,2.0,3,0,0,48
10474,53959,Operations,region_11,Bachelor's,m,sourcing,1,38,3.0,3,1,0,58
10475,18210,Operations,region_22,Master's & above,m,other,1,46,4.0,3,1,0,71
10476,12937,Sales & Marketing,region_31,Master's & above,m,other,1,33,3.0,6,0,0,47
10477,18463,Procurement,region_2,Bachelor's,f,other,2,38,3.0,4,0,0,64
10478,31751,Operations,region_3,Master's & above,m,sourcing,1,32,3.0,5,0,0,63
10479,6929,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,30,1.0,8,0,0,49
10480,5879,HR,region_2,Bachelor's,f,other,1,41,4.0,5,1,0,47
10481,14857,R&D,region_26,Bachelor's,m,sourcing,1,33,5.0,7,1,0,84
10482,49765,Procurement,region_21,Bachelor's,f,other,1,41,5.0,8,1,0,72
10483,11351,Procurement,region_17,Master's & above,m,sourcing,1,41,4.0,12,1,0,71
10484,15701,Procurement,region_22,Bachelor's,m,other,2,27,4.0,1,1,0,83
10485,75782,Procurement,region_2,Master's & above,m,other,1,33,2.0,7,0,0,69
10487,54662,Operations,region_2,Bachelor's,m,sourcing,1,42,3.0,14,0,0,77
10488,4089,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,35,2.0,10,0,0,52
10489,65139,Sales & Marketing,region_2,Bachelor's,m,other,1,53,5.0,4,1,0,47
10490,77013,Sales & Marketing,region_13,Master's & above,m,sourcing,1,51,3.0,7,0,0,53
10491,53961,Technology,region_2,Bachelor's,f,other,2,37,4.0,7,0,0,76
10493,1687,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,4.0,6,0,0,49
10494,70819,Sales & Marketing,region_13,Bachelor's,m,other,1,35,4.0,9,0,0,54
10495,32449,Operations,region_2,Bachelor's,f,sourcing,1,30,3.0,3,0,0,64
10497,10193,HR,region_31,Bachelor's,f,other,1,29,5.0,6,0,0,57
10498,64172,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,1.0,8,0,0,54
10499,13188,HR,region_16,Bachelor's,m,other,1,31,2.0,4,0,0,54
10500,2624,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,48,3.0,2,0,0,48
10501,36090,Sales & Marketing,region_17,Bachelor's,m,other,1,39,5.0,10,1,0,51
10502,55482,Finance,region_13,Bachelor's,m,other,2,26,3.0,2,0,0,60
10503,27736,Technology,region_26,Master's & above,m,other,1,43,1.0,7,0,0,84
10504,34791,Operations,region_19,Bachelor's,f,sourcing,1,40,2.0,11,0,0,59
10505,57058,Technology,region_19,Bachelor's,m,other,1,34,1.0,6,0,0,76
10506,47493,Technology,region_26,Master's & above,m,other,1,47,3.0,8,0,0,79
10507,66721,Operations,region_31,Bachelor's,f,other,1,31,3.0,7,1,0,62
10508,2655,Analytics,region_4,Bachelor's,m,other,1,39,2.0,10,0,0,85
10509,29494,Operations,region_7,Bachelor's,m,other,1,31,4.0,4,1,0,60
10510,41925,Operations,region_13,Bachelor's,m,other,2,39,2.0,9,0,0,69
10511,56371,Operations,region_22,Master's & above,m,sourcing,2,43,3.0,6,1,0,64
10512,58603,Sales & Marketing,region_11,Master's & above,m,sourcing,1,50,1.0,4,1,0,53
10513,38672,Finance,region_27,Bachelor's,m,sourcing,2,37,1.0,5,0,0,58
10514,66679,Operations,region_22,Master's & above,m,other,1,29,1.0,3,1,0,59
10515,20703,Operations,region_22,Bachelor's,f,sourcing,1,35,3.0,8,0,0,62
10516,43830,Finance,region_2,Bachelor's,m,other,2,31,5.0,2,1,0,57
10517,61264,Sales & Marketing,region_11,Master's & above,m,sourcing,1,31,5.0,9,0,0,49
10518,16182,Operations,region_22,Master's & above,m,referred,1,37,5.0,10,1,0,62
10520,69520,Operations,region_22,Bachelor's,m,other,1,33,3.0,6,1,0,60
10521,41163,Technology,region_12,Bachelor's,m,other,1,30,3.0,7,0,0,76
10522,32673,Technology,region_22,Master's & above,m,sourcing,1,34,3.0,6,1,0,80
10523,10637,Operations,region_21,Master's & above,m,other,1,40,3.0,7,0,0,65
10524,64490,Operations,region_22,Master's & above,f,sourcing,1,53,1.0,11,0,0,68
10525,59357,Sales & Marketing,region_27,Bachelor's,m,other,1,41,1.0,15,0,0,49
10526,6607,Analytics,region_25,Bachelor's,m,other,1,31,3.0,7,1,1,86
10527,13348,Sales & Marketing,region_12,Bachelor's,f,other,1,28,5.0,2,1,0,49
10528,16805,Sales & Marketing,region_22,Bachelor's,m,other,2,28,4.0,3,1,0,93
10529,64722,Analytics,region_1,Master's & above,m,other,1,38,1.0,4,0,0,81
10530,13268,Finance,region_2,Bachelor's,m,other,1,53,4.0,14,1,0,54
10531,54755,Procurement,region_21,Bachelor's,m,other,1,31,3.0,7,0,0,64
10532,71902,Operations,region_8,Bachelor's,f,sourcing,1,31,5.0,5,0,0,55
10533,21834,HR,region_2,Below Secondary,m,other,1,20,4.0,2,0,0,45
10534,62348,Procurement,region_2,Master's & above,f,other,1,33,1.0,3,1,0,72
10535,26905,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,35,3.0,9,0,0,50
10536,13338,Sales & Marketing,region_26,Bachelor's,m,other,2,28,1.0,2,0,0,51
10537,12923,HR,region_2,Bachelor's,f,referred,1,36,5.0,7,1,0,47
10538,63600,Technology,region_26,Bachelor's,m,sourcing,1,46,3.0,18,0,0,94
10539,43287,Sales & Marketing,region_22,Master's & above,m,other,1,38,2.0,8,0,0,47
10540,8837,Operations,region_22,Master's & above,m,other,1,37,3.0,10,1,0,61
10541,12692,Analytics,region_22,Bachelor's,m,other,1,36,3.0,10,0,0,86
10542,55561,Operations,region_5,Bachelor's,f,other,1,38,3.0,9,0,0,58
10543,66757,Analytics,region_16,Bachelor's,m,other,1,33,3.0,4,0,0,82
10544,60879,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,5.0,2,1,1,51
10545,12924,Procurement,region_2,Bachelor's,f,other,1,43,4.0,6,0,0,71
10546,69910,Technology,region_4,Master's & above,m,sourcing,1,37,3.0,6,1,0,78
10547,54338,Operations,region_27,Master's & above,f,sourcing,1,38,5.0,2,1,0,53
10548,29053,Operations,region_15,Bachelor's,m,sourcing,1,33,3.0,7,0,0,57
10549,75297,Operations,region_22,Bachelor's,m,other,1,37,4.0,3,1,0,60
10550,26913,Sales & Marketing,region_17,Master's & above,m,other,2,35,1.0,7,0,0,45
10551,18910,Operations,region_6,Bachelor's,m,other,1,27,4.0,2,0,0,60
10552,20057,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,25,3.0,3,0,0,50
10553,67595,Procurement,region_5,Master's & above,m,other,1,34,2.0,5,1,0,75
10554,4942,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,29,5.0,3,0,0,50
10555,61606,Sales & Marketing,region_7,Bachelor's,f,other,3,33,1.0,6,0,0,52
10557,30999,Operations,region_2,Bachelor's,m,other,3,36,1.0,8,0,0,60
10559,59815,Operations,region_13,Bachelor's,m,other,1,49,5.0,18,0,0,56
10560,52088,HR,region_2,Master's & above,f,sourcing,1,45,3.0,6,1,0,48
10561,15123,Sales & Marketing,region_22,Bachelor's,m,other,3,33,3.0,8,0,0,53
10562,64577,Sales & Marketing,region_2,Master's & above,f,sourcing,1,39,1.0,9,0,0,52
10563,15352,Finance,region_31,Bachelor's,m,sourcing,1,28,5.0,3,0,0,61
10564,37777,Finance,region_2,Bachelor's,m,other,2,32,3.0,4,0,0,57
10565,50637,Sales & Marketing,region_28,Master's & above,m,sourcing,4,37,1.0,3,0,0,50
10566,15038,Sales & Marketing,region_13,Bachelor's,f,other,1,35,1.0,6,0,0,51
10567,3191,Operations,region_14,Bachelor's,m,other,1,34,3.0,7,1,0,63
10568,49776,Technology,region_22,Bachelor's,f,other,4,27,5.0,4,1,0,80
10570,33337,Operations,region_11,Bachelor's,m,sourcing,1,29,5.0,5,0,0,60
